# SCM-normalized mRNA and protein measurements 
#
# Generated Thu Nov 27 20:26:30 2014 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna.causton.acid.a = Causton et al. 2001 (acid treatment, 0 min, replicate a)
# mrna.causton.acid.b = Causton et al. 2001 (acid treatment, 0 min, replicate b)
# mrna.causton.nacl = Causton et al. 2001 (NaCl treatment, 0 min)
# mrna.causton.peroxide.a = Causton et al. 2001 (peroxide treatment, 0 min, replicate a)
# mrna.causton.peroxide.b = Causton et al. 2001 (peroxide treatment, 0 min, replicate b)
# mrna.dudley.3a = Dudley et al. 2002 (+glucose oligo slide 3a)
# mrna.dudley.3b = Dudley et al. 2002 (+glucose oligo slide 3b)
# mrna.dudley.3c = Dudley et al. 2002 (+glucose oligo slide 3c)
# mrna.dudley.3d = Dudley et al. 2002 (+glucose oligo slide 3d)
# mrna.garcia = Garcia-Martinez et al. 2004 (custom microarray)
# mrna.holstege = Holstege et al. 1998 (Affymetrix GeneChip YE6100 array)
# mrna.ingolia.1 = Ingolia et al. 2009 RNA-Seq (mRNA, rich medium, 1)
# mrna.ingolia.2 = Ingolia et al. 2009 RNA-Seq (mRNA, rich medium, 2)
# mrna.ingolia.ca = Ingolia 2010 (RNA-Seq, circular amplification)
# mrna.ingolia.ca.late = Ingolia 2010 (RNA-Seq, circular amplification, late)
# mrna.ingolia.rq = Ingolia 2010 (RNA-Seq, requantified)
# mrna.ingolia.rq.late = Ingolia 2010 RNA-Seq, requantified, late)
# mrna.lipson.rs07 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch7)
# mrna.lipson.rs08 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch8)
# mrna.lipson.rs09 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch9)
# mrna.lipson.rs10 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch10)
# mrna.lipson.rs11 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch11)
# mrna.lipson.rs12 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch12)
# mrna.lipson.ma = Lipson et al. 2009 (Affymetrix Yeast Genome 2.0 array)
# mrna.mackay = MacKay et al. 2004 (custom microarray)
# mrna.miura.1 = Miura et al. 2008 (competitive PCR, replicate 1)
# mrna.miura.2 = Miura et al. 2008 (competitive PCR, replicate 2)
# mrna.miura.3 = Miura et al. 2008 (competitive PCR, replicate 3)
# mrna.miura.4 = Miura et al. 2008 (competitive PCR, replicate 4)
# mrna.nagalakshmi = Nagalakshmi et al. 2008 RNA-Seq
# mrna.pelechano = Pelechano & Ortin, 2010 (custom microarray)
# mrna.roth.a = Roth 1998 (a cells, Affymetrix yeast antisense A-D array)
# mrna.roth.alpha = Roth 1998 (alpha cells, Affymetrix yeast antisense A-D array)
# mrna.velc = Velculescu 1997 (SAGE)
# mrna.yassour.ypd0.1 = Yassour et al. 2009 RNA-Seq (YPD, 0 minutes, 1)
# mrna.yassour.ypd0.2 = Yassour et al. 2009 RNA-Seq (YPD, 0 minutes, 2)
# mrna.yassour.ypd15.1 = Yassour et al. 2009 RNA-Seq (YPD, 15 minutes, 1)
# mrna.yassour.ypd15.2 = Yassour et al. 2009 RNA-Seq (YPD, 15 minutes, 2)
# prot.gygi = Gygi et al. 1999 (2D gel scintillation counting)
# prot.futcher = Futcher et al. 1999 (2D gel scintillation counting)
# prot.washburn = Washburn et al. 2001 (LC MS/MS, reported by Greenbaum et al. Genome Biology 2003, Volume 4, Issue 9, Article 117, Supplementary Table 4)
# prot.peng = Peng et al. 2003 (LC MS/MS, reported by Greenbaum et al. Genome Biology 2003, Volume 4, Issue 9, Article 117, Supplementary Table 4)
# prot.ghaem = Ghaemmaghami et al. 2003 (anti-TAP-tag western)
# prot.newman = Newman et al. 2006 (GFP signal quantified by flow cytometry)
# prot.lu = Lu et al. 2007 (APEX protein-level estimates)
# prot.degodoy = de Godoy et al. 2008a (LC MS/MS MaxQuant intensity values)
# prot.thakur.1 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 1)
# prot.thakur.2 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 2)
# prot.thakur.3 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 3)
# prot.lee.1 = Lee et al. 2011 (TMT intensity values, replicate 1)
# prot.lee.2 = Lee et al. 2011 (TMT intensity values, replicate 2)
# prot.lee.3 = Lee et al. 2011 (TMT intensity values, replicate 3)
# prot.nagaraj.1 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 1)
# prot.nagaraj.2 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 2)
# prot.nagaraj.3 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 3)
# prot.nagaraj.4 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 4)
# prot.nagaraj.5 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 5)
# prot.nagaraj.6 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 6)
orf	gene	mrna.causton.acid.a	mrna.causton.acid.b	mrna.causton.nacl	mrna.causton.peroxide.a	mrna.causton.peroxide.b	mrna.dudley.3a	mrna.dudley.3b	mrna.dudley.3c	mrna.dudley.3d	mrna.garcia	mrna.holstege	mrna.ingolia.1	mrna.ingolia.2	mrna.ingolia.ca	mrna.ingolia.ca.late	mrna.ingolia.rq	mrna.ingolia.rq.late	mrna.lipson.rs07	mrna.lipson.rs08	mrna.lipson.rs09	mrna.lipson.rs10	mrna.lipson.rs11	mrna.lipson.rs12	mrna.lipson.ma	mrna.mackay	mrna.miura.1	mrna.miura.2	mrna.miura.3	mrna.miura.4	mrna.nagalakshmi	mrna.pelechano	mrna.roth.a	mrna.roth.alpha	mrna.velc	mrna.yassour.ypd0.1	mrna.yassour.ypd0.2	mrna.yassour.ypd15.1	mrna.yassour.ypd15.2	prot.gygi	prot.futcher	prot.washburn	prot.peng	prot.ghaem	prot.newman	prot.lu	prot.degodoy	prot.thakur.1	prot.thakur.2	prot.thakur.3	prot.lee.1	prot.lee.2	prot.lee.3	prot.nagaraj.1	prot.nagaraj.2	prot.nagaraj.3	prot.nagaraj.4	prot.nagaraj.5	prot.nagaraj.6
YDR324C	UTP4	 0.726434	 0.776394	 0.45957	 0.1936818	 0.238738	-0.706597	 0.391772	 0.384754	 0.159005	 0.574661	 0.8571	 0.972368	 1.0050221	 1.000498	 0.90835	 1.329812	 1.327265	 0.532372	 0.536147	 0.527712	 0.49286	 0.5439080	 0.52616	 0.770671	 1.587717	 0.60815	 0.02656	-0.056238	 0.1033	 0.70275	 0.193202	   NA	     NA	   NA	 0.1512145	-0.383538	-0.318703	-0.440749	   NA	  NA	   NA	  NA	 1.67749	 1.44723	   NA	 1.3415311	    NA	   NA	   NA	       NA	 3.42601	 3.6977	 2.80278	 3.48733	 2.95870	 2.9327621	 2.67248	 3.18468
YDR325W	YCG1	-0.005680	-0.060585	-0.31174	 0.0479971	-0.121847	-1.248857	-0.597168	 0.058366	-0.868480	-1.665257	-0.1844	-0.318412	-0.0308821	-0.020379	 0.05266	-0.058945	 0.093746	-0.599515	-0.494683	-0.560011	-0.53601	-0.5570910	-0.53244	-0.261332	 0.513051	      NA	      NA	       NA	     NA	-1.63665	-1.048394	   NA	     NA	   NA	-0.7382958	-0.713359	-0.742105	-1.000043	   NA	  NA	   NA	2.28	 0.63833	      NA	   NA	 0.3678848	    NA	   NA	   NA	       NA	      NA	     NA	-0.65280	-0.87813	-0.78242	-0.3178793	-0.51751	-0.82601
YDR326C	YSP2	-0.276848	-0.408755	-0.01798	 0.1237366	-0.100874	-0.048046	 0.159503	-0.701524	 0.081065	-0.156964	-0.0302	-0.267644	-0.4245321	-0.425124	-0.02370	 0.123089	 0.247882	 0.463379	 0.422286	 0.440037	 0.52834	 0.4156411	 0.45141	 1.223197	 1.842172	 0.41918	-0.74663	-0.788606	-0.5559	      NA	 0.388205	   NA	     NA	0.503	-0.3210413	-0.244000	-0.402386	-0.310174	   NA	  NA	   NA	  NA	      NA	      NA	   NA	 1.4645616	    NA	   NA	   NA	       NA	      NA	     NA	 0.17237	 0.93369	 0.44036	 0.0559310	 0.29752	 0.06391
YDR328C	SKP1	 2.735628	 2.535807	 2.98980	 2.6281253	 2.553563	 1.606412	 0.402963	 0.425276	 0.055793	 0.757409	 2.0843	 2.368786	 2.4532319	 2.480726	 2.41934	 2.484734	 2.402975	 1.061930	 1.044551	 1.100793	 1.04587	 0.9925285	 1.04178	 0.661144	 0.246897	 2.44311	 2.91479	 2.902272	 2.8574	      NA	 1.275446	2.886	 2.6494	   NA	 1.6583603	 1.618216	 1.731758	 1.781454	   NA	  NA	   NA	5.05	      NA	 2.02230	   NA	 3.3126937	    NA	   NA	   NA	 1.936503	 3.94868	 4.8648	 3.48257	 2.91322	 3.16596	 3.2743617	 3.05580	 3.09464
YDR329C	PEX3	 0.231354	 0.197593	 0.38748	 0.4472405	 0.305010	 1.155208	 0.424168	 0.420383	 0.188134	 0.406638	-0.0302	 0.742624	 0.7274940	 0.756351	 0.58676	 0.847786	 0.866928	-0.310893	-0.252069	-0.202614	-0.36949	-0.2247234	-0.25870	-0.060879	-0.263253	 0.74416	 0.13576	       NA	-0.0059	 0.37825	 0.616281	   NA	 0.0103	0.503	 0.0283310	-0.025571	 0.119074	 0.243827	   NA	  NA	   NA	  NA	 0.32377	 0.35805	   NA	-0.4095909	    NA	   NA	   NA	       NA	      NA	     NA	 0.61106	 1.04317	 0.65030	 0.4385741	-0.59918	 0.66358
YDR330W	UBX5	       NA	       NA	-0.42800	-0.8876179	-1.033013	-1.023486	-0.547245	-0.411938	 1.203571	 0.484630	-1.2830	-0.640551	-0.7321557	-0.798556	-0.94784	-0.804982	-0.822649	 0.126907	-0.046093	 0.048420	 0.02510	 0.0788978	 0.05304	-0.444131	-0.527195	 0.74992	 0.43203	 0.446866	 0.2325	 0.23515	 0.681197	   NA	     NA	   NA	-0.2046147	-0.267394	 0.017836	 0.035534	   NA	  NA	   NA	  NA	 1.87605	 0.76352	   NA	 0.5016977	    NA	   NA	   NA	       NA	      NA	     NA	 0.79022	 1.43262	 1.29381	 1.0687202	 1.12328	 1.41834
YDR331W	GPI8	-0.688886	-0.912097	-0.21496	-0.3574680	-0.549719	 0.246590	-0.051852	-0.091013	 0.386165	 0.958036	-0.1844	 0.647175	 0.7083449	 0.673179	 0.66944	 0.714568	 0.521154	-0.140378	-0.210396	-0.099529	-0.22679	-0.0768354	-0.12582	-0.064793	 1.680725	 1.10832	 1.05892	 1.086269	 0.9481	-0.13257	 0.094046	   NA	     NA	   NA	 0.2484839	 0.027668	 0.244821	 0.227419	   NA	  NA	   NA	  NA	 0.43169	 1.51370	   NA	-2.3285394	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR332W	IRC3	       NA	       NA	-0.26025	        NA	       NA	-0.697675	 0.114548	 0.339622	-0.070347	-0.868952	-1.2830	-0.395358	-0.4128097	-0.388768	-0.47794	-0.837737	-0.742606	-0.499431	-0.501485	-0.574556	-0.56428	-0.6314747	-0.43055	-0.361667	-0.751439	-0.43884	-0.92895	-0.788606	-0.9126	 0.04511	-0.746112	   NA	     NA	   NA	-1.0793546	-0.930172	-1.007415	-1.162959	   NA	  NA	   NA	  NA	-1.77582	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR333C	RQC1	 0.042634	-0.290885	 0.54250	-0.2726521	-0.299939	-1.564401	-0.217578	-1.060877	 0.589939	 0.274582	 0.1033	 0.810841	 0.9816903	 1.028506	 0.86360	 0.592425	 0.381402	 0.152043	 0.111761	 0.075553	 0.07549	 0.0976954	 0.13796	 0.509836	 1.325247	 0.17583	-0.14049	-0.246281	-0.6249	 0.51802	-0.126267	   NA	     NA	0.503	-0.0223319	-0.065948	 0.037741	 0.136827	   NA	  NA	   NA	  NA	-1.09731	      NA	 6.35	 2.2274915	    NA	   NA	   NA	       NA	      NA	 0.9404	 2.21511	 1.72605	 2.22673	 2.4081935	 2.09313	 1.96808
YDR334W	SWR1	 0.246996	-0.642247	 0.03800	-0.0333756	-0.249068	 0.041272	 2.015025	 1.272729	 0.609638	-0.185897	-0.5898	-0.559065	-0.8769593	-0.928572	-0.83469	-0.172638	 0.218897	 0.306194	 0.328600	 0.280560	 0.29675	 0.2824968	 0.32469	 0.532750	 1.103425	      NA	      NA	       NA	     NA	-0.62505	-0.413192	   NA	     NA	   NA	-0.4993278	-0.607270	-0.562545	-0.530986	   NA	  NA	   NA	  NA	-0.43715	      NA	 6.73	-1.1035106	    NA	   NA	   NA	       NA	      NA	     NA	-1.18730	-2.45532	-0.88445	-1.3906543	-1.89376	-2.11209
YDR335W	MSN5	 0.916587	 0.499266	 0.22318	 0.5591416	 0.654450	 0.487255	 1.115986	 0.723792	 0.079446	 0.708040	 0.7965	-0.286370	-0.4454795	-0.372829	-0.12375	 0.284231	 0.604593	 0.675554	 0.701805	 0.699434	 0.73500	 0.6490301	 0.62442	 0.639081	 0.566518	-0.00242	-0.78919	-0.675277	-0.9614	 1.21116	 0.606292	   NA	 0.0103	   NA	 0.2829851	 0.258834	 0.255567	 0.363913	   NA	  NA	   NA	  NA	 1.23635	 1.23704	 6.33	 1.8588878	    NA	   NA	   NA	 0.885426	      NA	 0.1348	 0.82312	 0.55577	 0.75302	 1.0111608	 0.68859	 0.78840
YDR336W		-1.123550	-0.367653	-0.01194	-1.1762038	-0.752143	-1.757557	-0.932640	-0.141143	-0.040569	-1.338153	-0.5898	 1.254263	 1.2487135	 1.267915	 1.37051	 0.306369	 0.276051	-0.351129	-0.370517	-0.358028	-0.27929	-0.4044776	-0.30722	-0.509243	-1.328639	 0.48870	 0.21845	 0.197211	-0.0451	-0.31489	-1.512161	   NA	     NA	   NA	-0.5414438	-0.386617	-0.410980	-0.602037	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR337W	MRPS28	 0.191516	 0.010855	 0.04939	 0.4204951	 0.380076	-1.784013	-0.538707	-0.422511	-0.394095	-1.525952	 0.3264	 0.930555	 0.7679444	 0.792607	 0.70835	 0.745143	 0.866928	 0.322773	 0.169228	 0.288318	 0.27685	 0.1798844	 0.28118	-0.485073	-0.718945	 1.17060	 1.74174	 1.537696	 1.8236	 0.06810	-0.450651	0.838	-0.1720	   NA	 0.7039991	 0.510128	 0.607355	 0.760941	   NA	  NA	 4.54	  NA	 1.92520	      NA	   NA	-0.3856302	    NA	   NA	   NA	       NA	 3.10425	     NA	 3.60753	 3.76582	 3.51883	 3.8437105	 3.26450	 4.08443
YDR338C		-0.577519	-0.202379	-0.61858	-0.0333756	-0.583791	-1.752036	-0.569485	 0.297932	-0.700862	-0.253876	-0.5898	-0.248359	-0.1836230	-0.174290	-0.15953	-0.699050	-0.822649	-0.681753	-0.717826	-0.642765	-0.65816	-0.7589571	-0.69354	-0.810266	 0.338574	-0.25025	-0.01266	 0.017870	-0.5559	-1.77018	-1.135918	   NA	 0.0103	   NA	-0.9064085	-0.931892	-0.835720	-1.160555	   NA	  NA	   NA	  NA	-1.65031	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR339C	FCF1	 1.370802	 0.998302	 0.87996	 1.1136423	 1.008581	 0.868856	 0.746889	 1.075730	 0.633391	-0.098634	 1.3197	 1.826825	 1.6995510	 1.727835	 1.64432	 1.770032	 1.655399	 1.123520	 1.150057	 1.119815	 1.10092	 1.0930829	 1.10699	 1.149713	-0.422861	 1.97099	 2.37977	 2.355547	 2.6944	 0.88908	 0.810702	   NA	 0.8576	1.196	 0.7735837	 0.385505	 0.579386	 0.723403	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	 3.15068	 3.08787	 3.05215	 2.2580328	 2.92496	 3.05904
YDR341C		 2.466084	 2.419648	 2.67193	 2.1470484	 2.158528	 1.797261	 1.280842	 1.244397	 0.629872	 2.069464	 2.4059	 1.663304	 1.7468301	 1.784807	 1.70809	 2.355771	 2.268489	 1.922598	 1.916681	 1.929997	 1.89949	 1.9370323	 1.89490	 2.660237	 3.935168	      NA	      NA	       NA	     NA	 1.49340	 1.262421	1.819	 1.4766	1.196	 1.6203148	 1.348944	 1.505040	 1.607129	   NA	  NA	 6.23	4.42	 3.00978	      NA	 8.09	 5.5227259	 7.514	 6.77	 7.39	 6.629310	 6.19075	 6.2661	 5.11131	 5.15911	 4.86667	 4.9780501	 4.87766	 4.86517
YDR342C	HXT7	 2.385130	 2.390902	 1.84304	 1.9742732	 1.795491	 1.760352	 1.827112	 0.800037	 1.279598	 0.000513	 2.6190	       NA	        NA	-3.504815	-2.37545	-4.435318	-3.307556	 2.828634	 2.839094	 2.814232	 2.82767	 2.8282101	 2.80715	 2.393287	 4.346345	      NA	      NA	       NA	     NA	      NA	-1.120437	4.772	 3.9256	   NA	 3.2524502	 3.915973	 4.312724	 4.627380	   NA	  NA	 3.16	4.67	 1.97941	      NA	   NA	 1.6617806	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR343C	HXT6	 2.401298	 2.589151	 2.11205	 1.9124522	 1.957354	 0.853408	 2.107068	 1.598162	 1.497181	       NA	 2.7334	       NA	        NA	-5.289886	-4.16833	-4.435318	-3.307556	-0.874743	-0.966722	-0.880723	-0.82486	-1.4521043	-0.99486	       NA	 4.094250	      NA	      NA	       NA	     NA	      NA	       NA	4.750	 3.7075	   NA	 0.2427980	 2.139130	 2.069440	 2.496514	   NA	  NA	 3.85	2.88	      NA	 4.22234	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR345C	HXT3	 2.789083	 2.700244	 2.91232	 2.2754759	 2.243710	 3.407048	 3.023571	 2.104827	 1.573943	 1.376462	 2.8837	       NA	        NA	 0.926720	 0.99223	 2.005660	 1.902034	 3.783921	 3.804791	 3.800163	 3.79719	 3.7977781	 3.78730	 3.328267	 4.930042	 2.35590	 2.35196	 2.329344	 2.1827	 2.41514	 0.116669	4.286	 3.7715	2.582	 2.6639679	 2.171970	 2.447459	 2.508117	   NA	  NA	 4.26	  NA	 3.60091	 4.26188	   NA	 2.2195313	 4.513	 5.06	 4.94	 4.043662	 2.96059	 2.8714	 1.86690	 2.22829	 1.96095	 2.3217011	 1.96435	 1.91075
YDR346C	SVF1	 1.481913	 0.935081	-0.30365	 0.8785226	 0.980185	 0.922256	 0.796513	 0.054150	 1.462698	 1.581539	 1.3912	 1.963022	 1.9429889	 1.968104	 1.90391	 2.174850	 2.072443	 1.613458	 1.612341	 1.623482	 1.59479	 1.6240755	 1.62757	 1.132096	 3.155323	 1.78118	 1.84051	 1.797654	 1.9935	 1.43140	 1.106568	0.751	 0.7835	2.295	 1.3459122	 1.074663	 1.158790	 1.066558	   NA	  NA	 3.33	4.14	 3.79609	 3.21945	   NA	 4.2791705	 4.638	 6.07	 3.88	 4.334751	 4.32377	 3.8693	 4.17799	 4.31608	 3.81486	 3.7292091	 4.03952	 3.83947
YDR347W	MRP1	 0.959011	 0.208969	 1.07861	 1.0363735	 0.909010	 0.541656	 0.165440	-0.567199	 0.301114	 0.883482	 0.7319	 0.193813	 0.2861476	 0.298561	-0.00798	 0.403916	 0.093746	 0.208906	 0.260882	 0.277440	 0.23099	 0.2778420	 0.23246	 0.481854	 0.886221	 2.06012	 2.70864	 2.611258	 2.9984	 0.88908	 0.423821	1.444	 1.1089	0.503	 0.6018847	 0.656740	 0.914640	 0.808383	   NA	  NA	 3.73	  NA	 1.02684	 1.51812	   NA	 1.8651983	    NA	   NA	   NA	 1.053593	 3.26459	     NA	 3.44026	 3.41101	 3.65771	 3.5239340	 3.36424	 3.56465
YDR348C	PAL1	 0.435471	-0.152446	-0.66958	 0.2434344	-0.018801	-0.215335	 0.498628	 0.588678	 1.006777	 0.187069	-0.0302	 0.921546	 0.8435483	 0.807649	 0.76764	 0.496189	 0.563776	 0.515257	 0.504203	 0.532567	 0.47400	 0.4142852	 0.46681	 0.653525	 1.284406	 1.41687	 1.42718	 1.390681	 1.5109	 0.67836	 0.613771	   NA	-0.1720	0.503	 0.3191877	 0.299841	 0.232198	 0.229216	   NA	  NA	   NA	  NA	 0.37986	      NA	   NA	 2.1150204	    NA	   NA	   NA	 3.032320	 0.66398	     NA	 1.91725	 2.06320	 2.06130	 1.8293361	 1.90759	 2.07831
YDR349C	YPS7	 1.059531	 0.717445	 0.36087	 1.0216234	 1.022584	 0.406063	 0.304052	 0.742523	-0.318741	 0.718337	 0.4218	 0.047406	 0.3019492	 0.269410	 0.41814	 0.485664	 0.430189	 0.485217	 0.575274	 0.569410	 0.56839	 0.5859211	 0.52736	 0.681802	 2.078640	 1.67536	 2.35384	 2.269162	 2.3043	 1.17426	-0.121984	1.531	 1.3966	0.503	 0.4786725	 0.355687	 0.274471	 0.246359	   NA	  NA	   NA	  NA	-1.91937	-0.05448	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR350C	ATP22	-0.559974	-0.724009	-0.28765	-0.4821528	-0.618009	-1.827374	-1.272533	 0.833306	 0.889806	 0.467284	-0.1844	 0.233187	 0.3331611	 0.311643	 0.28750	-0.374875	-0.668498	-0.308080	-0.385600	-0.259772	-0.22168	-0.3077698	-0.25870	-0.140108	 0.890848	 0.57447	 0.51797	-0.293909	 0.3469	-0.62505	 0.140987	0.551	     NA	0.503	-0.7343359	-0.781795	-0.802730	-0.643123	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR351W	SBE2	-0.814229	-0.724009	-0.62969	-0.9390539	-1.033013	-1.392603	-0.244554	 0.261006	 0.884597	-0.077534	-0.1844	-0.226334	-0.1617369	-0.123958	 0.12360	-0.441625	-0.262884	 0.342019	 0.356482	 0.382644	 0.26128	 0.3713125	 0.35791	 0.264652	 0.230537	 0.21584	-0.74663	-0.749385	-0.5559	-0.07850	-0.092043	   NA	     NA	   NA	-0.4143145	-0.525436	-0.557830	-0.638125	   NA	  NA	   NA	  NA	      NA	      NA	 5.02	 0.0615815	    NA	   NA	   NA	       NA	      NA	     NA	-1.91666	-1.23633	-0.88140	-0.7894082	-1.20103	-0.41832
YDR352W	YPQ2	-0.131843	-0.642247	-0.52881	-0.6650165	-0.249068	-0.834608	-0.226889	 0.120265	-0.290651	-0.047333	-0.1844	 0.918020	 0.8575432	 0.840123	 0.77480	 0.416406	 0.276051	-0.071544	-0.097159	-0.020713	-0.04917	-0.1648551	-0.13508	-0.305242	 1.450870	 0.38666	 0.69044	 0.674650	 0.4855	-0.77165	-1.493043	0.992	 0.5211	   NA	-0.0488587	 0.069745	 0.042010	-0.010153	   NA	  NA	   NA	  NA	 1.83258	 1.61082	   NA	-2.4428111	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YDR353W	TRR1	 2.970192	 3.189802	 3.01039	 3.0690830	 2.935318	 0.987825	 2.121627	 1.375108	 0.815618	 2.479478	 3.0143	 1.811972	 2.0064827	 2.023761	 1.94464	 2.446375	 2.479438	 2.134511	 2.119367	 2.144181	 2.18198	 2.1757393	 2.16727	 2.366582	 3.281453	 3.33933	 3.64731	 3.623465	 3.7818	 2.53195	 2.125867	3.966	 3.7116	2.806	 2.3054391	 1.798726	 2.420254	 2.242506	   NA	  NA	   NA	5.54	 5.66161	 3.91320	 9.58	 5.5433476	    NA	   NA	   NA	 6.591834	 6.18400	 6.3394	 5.43842	 5.49867	 5.44471	 5.3372846	 5.27240	 5.48656
YDR354W	TRP4	 0.363092	 0.374249	 0.35254	 0.1769993	 0.319160	-0.960193	-0.636971	 0.752122	 0.753806	 0.587752	 0.4218	 0.613679	 0.8618073	 0.855415	 0.88941	 0.776630	 0.786894	 0.745527	 0.780585	 0.779162	 0.79844	 0.7927030	 0.73065	 1.182916	 2.024356	 0.64711	 1.11227	 1.179904	 0.8220	 0.77255	-0.271616	1.298	 0.9911	   NA	 0.2131583	 0.560979	 0.427151	 0.418602	   NA	  NA	 3.57	3.28	 0.54919	 0.78672	   NA	 3.2507824	 4.294	 3.84	   NA	 3.227186	 2.99470	     NA	 3.60560	 3.71630	 3.42298	 3.5231634	 3.61815	 3.73844
YDR356W	SPC110	-1.253912	       NA	-1.42263	        NA	-1.347680	-0.647386	-0.286087	 0.276827	-0.321032	-0.177987	-1.2830	-0.451303	-0.6427546	-0.697598	-0.58332	-0.414880	-0.262884	-0.527019	-0.620976	-0.400203	-0.48507	-0.5358136	-0.43997	-0.639721	-2.609573	-0.07840	-1.35973	-0.711644	-0.8216	-1.00804	-0.127688	   NA	     NA	   NA	-0.0359987	-0.078066	-0.152482	-0.090196	   NA	  NA	   NA	  NA	-1.29210	      NA	   NA	 2.8722444	    NA	   NA	   NA	       NA	      NA	     NA	 1.80544	 2.39976	 1.90311	 1.9675588	 1.70303	 1.76398
YDR357C	CNL1	 0.239205	 0.139138	-0.01496	 0.1595584	 0.231547	-1.679655	-0.436585	-0.869803	-0.147789	 1.119825	 0.3264	 1.443652	 1.0318443	 1.076653	 0.98069	 1.628695	 1.525577	 0.826398	 0.782478	 0.768700	 0.65463	 0.6869293	 0.69580	-0.910132	-1.748919	 2.94202	 2.11080	 2.083829	 2.3600	 1.09609	 1.223063	   NA	 0.2980	   NA	 0.7902129	 0.795486	 0.780342	 0.634242	   NA	  NA	   NA	  NA	-0.54489	      NA	   NA	-1.7556599	    NA	   NA	   NA	       NA	      NA	     NA	      NA	 3.20920	 1.30517	 0.7643882	 0.39713	 0.29043
YDR358W	GGA1	-0.729259	       NA	-0.06768	-1.2454550	       NA	-1.504157	-0.826935	-1.095836	-1.004674	-0.223704	-0.5898	-0.474465	-0.5455648	-0.584689	-0.33823	-0.853980	-1.228114	-0.430438	-0.410217	-0.387970	-0.32338	-0.3275165	-0.30447	-0.172334	-0.972291	-0.07840	-0.42817	-0.711644	-0.3462	-0.94350	-0.245801	   NA	-0.1720	   NA	-0.4786108	-0.070235	 0.087811	 0.199029	   NA	  NA	   NA	3.59	-0.43715	 0.38583	   NA	 2.1470422	 3.481	 2.85	 2.79	 3.241015	 0.87128	     NA	 2.19515	 1.83210	 2.36643	 2.3405460	 2.35090	 2.10510
YDR359C	EAF1	-1.154583	       NA	-0.21496	-1.1114392	-1.006219	-0.635553	-0.882790	-0.760124	 0.285878	 0.675260	-1.9761	-1.565229	-2.1527935	-2.206143	-2.08721	-0.672296	-0.474157	-0.333686	-0.273575	-0.303495	-0.12476	-0.1504318	-0.19745	-0.512306	 0.134677	 0.19604	 0.24971	 0.446866	-0.1070	-1.00804	 0.994814	   NA	     NA	   NA	-0.0888071	-0.213636	-0.201002	-0.292075	   NA	  NA	 3.31	  NA	      NA	      NA	 5.46	 1.3696913	    NA	   NA	   NA	       NA	 1.78586	     NA	-0.25880	 0.13717	-0.03544	-0.1151705	-0.15752	 0.07161
