SystematicName,40 fL,45 fL,50 fL,55 fL,60 fL,65 fL,70 fL,75 fL,Gene
YOR103C,-0.281132626,-0.337056718,-0.23349571,0.043275149,0.774604173,0.059029108,0.397800298,-1.202917121,OST2
YOR104W,0.232727745,-0.368566094,-0.018274968,0.130451998,-0.074765738,-0.012874018,-0.102359847,0.132542355,PIN2
YOR105W,-1.2443183,0.457989644,-0.233313708,0.067410894,0.264277305,0.422942697,0.112964249,-0.550863362,NA
YOR106W,0.256761666,0.01464539,0.266834196,0.038451851,-0.111435437,-0.119658007,-0.365842716,-0.085069177,VAM3
YOR107W,-0.55817685399999994,-0.649161615,0.754151434,-0.015411631,0.102317536,-0.14677882,-0.416245792,0.357317938,RGS2
YOR108C-A,0.067393642,0.036335822,-0.337061464,-0.175581428,0.129958385,0.313088356,-0.094410471,-0.034562303,NA
YOR108W,0.569145528,0.036532671,-0.306820495,-0.344631453,-0.410300063,0.051821744,-0.059335436,0.196648608,LEU9
YOR109W,-0.13449863,-0.422125024,-0.0437194,-0.014339867,-0.318461465,0.02661945,0.406916155,0.305717432,INP53
YOR110W,0.203480366,-0.125058903,0.285463822,0.148418062,-0.228043881,-0.142062656,-0.514111927,0.194297502,TFC7
YOR111W,-0.008677441,-0.426418586,0.00743889,0.3575229,0.345011708,-0.213593886,-0.165624365,-0.071866788,NA
YOR112W,-0.238823653,-0.981589867,-0.188839358,-0.125542828,-0.013068099,-0.010948047,0.45635825,0.581761431,CEX1
YOR113W,0.034126003,-0.498369078,0.195597187,0.031484913,-0.447743005,-0.252451729,0.445696079,0.221897804,AZF1
YOR114W,-2.554131037,-1.665921863,0.317055497,0.655869478,0.894677199,-0.235497057,0.28239554100000003,-0.379993784,NA
YOR115C,-0.87249659,-0.12639835,0.139442413,0.331885645,0.390599484,-0.138004827,0.085264184,-0.156897799,TRS33
YOR116C,0.840068232,0.238592066,-0.090753983,-0.350497247,-0.594274534,-0.260384827,-0.323144113,0.014512829999999999,RPO31
YOR117W,0.571502347,0.471491216,0.037041954,-0.018253125,-0.256857219,-0.465499432,-0.383541307,-0.346904777,RPT5
YOR118W,0.445803978,0.041562668,0.003444912,0.127655599,-0.312262472,-0.146775164,-0.47530816,0.118802593,RTC5
YOR119C,0.937907468,0.415301792,0.035214268,-0.386303547,-0.630883859,-0.364179535,-0.881269255,-0.006800137,RIO1
YOR120W,1.130276594,-0.394939645,0.377497403,-0.210628721,0.025061178,-0.385876749,-0.609587302,-1.155199657,GCY1
YOR121C,-1.17459049,-0.861867854,0.209484429,0.565575921,-0.061355833,0.314784374,-0.256238935,0.412555156,NA
YOR122C,-0.635352125,-0.352982995,-0.169776103,0.205531756,0.551995667,-0.009519747,0.476831032,-0.556516389,PFY1
YOR123C,0.11197199,-0.067157827,0.062941072,-0.128814266,-0.146221312,-0.032377885,-0.240513862,0.353591905,LEO1
YOR124C,-0.165717857,-0.333573337,0.193946349,-0.1252942,0.071887658,0.11868187,0.224413112,-0.075359139,UBP2
YOR125C,-0.338823335,-0.27894439,-0.033711083,-0.02321871,0.240293617,0.140835012,0.331021484,-0.180329495,CAT5
YOR126C,-0.272668113,-0.316797678,-0.184010493,0.162547268,0.066317558,0.222242232,0.305505222,-0.119649395,IAH1
YOR127W,-0.196349778,-0.348932733,-0.092559261,0.124534398,-0.440979236,-0.04833068,0.105084398,0.618068991,RGA1
YOR128C,-0.627185981,-1.274722388,-0.730619216,-0.938497577,-0.593062999,-0.117151967,1.291240218,0.833912304,ADE2
YOR129C,-0.494860526,-1.155450731,-0.60086188,-0.118361413,-0.133082918,0.520506302,0.489607204,0.594977123,AFI1
YOR130C,-1.114547876,-0.608492221,0.01753659,0.2800682,0.564572488,0.10223986,0.155293204,-0.014842703,ORT1
YOR131C,-0.513294798,-0.05340878,0.153810595,0.275046848,0.304586403,-0.127336803,0.046335765,-0.268882787,NA
YOR132W,-0.273833807,-0.285707907,0.237290466,0.395664991,-0.236781027,-0.387170336,0.042117827,0.281345646,VPS17
YOR133W,1.003875114,-0.060692731,-0.124262137,-0.060502853,-0.456021877,-0.218350869,-0.383689357,-0.314018482,EFT1
YOR134W,0.358792406,-0.137567793,0.628050125,-0.397683001,0.140237164,-0.198701966,-0.267174875,-0.515231298,BAG7
YOR135C,-0.451987026,-0.154251102,0.221673277,0.227513564,0.0281292,-0.049901197,-0.003159593,0.070336522,NA
YOR136W,0.609187885,-0.823173903,-0.033541306,-0.407560363,-0.139495384,0.25476796,0.300038489,-0.240710242,IDH2
YOR137C,0.06294266,-0.280722554,-0.176438732,-0.067381396,-0.186193873,0.403866496,0.245661773,-0.143425587,SIA1
YOR138C,0.036450729,-0.141510568,-0.081440326,-0.058564966,0.037549367,-0.095823447,0.165335937,0.109663438,RUP1
YOR139C,-0.46181427,-0.336283388,-1.435819061,1.614807012,-0.134649527,-0.243173983,-0.816909229,-0.46181427,NA
YOR140W,-0.382915994,-0.361763553,-0.008556292,0.03055387,-0.552997682,-0.219551564,0.4356759,0.628942695,SFL1
YOR141C,-0.68300071,-0.565781457,-0.004614115,0.020341232,-0.475794692,0.143292648,0.32703547,0.689397173,ARP8
YOR142W,-0.102215798,-0.797910807,-0.23103196,-0.224576216,-0.069597083,0.290496073,0.569164895,0.170843506,LSC1
YOR142W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR142W-B,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR143C,-0.8082856,-0.178096928,-0.200729433,-0.186055841,0.522067277,0.273756192,0.271135491,-0.082781128,THI80
YOR144C,-0.588255789,-0.754300205,0.022382272,0.413156541,0.241730893,-9.40173e-4,0.156601104,0.135365881,ELG1
YOR145C,1.244588947,0.482919845,-0.255069266,-0.29436064,-0.404780834,-0.412735564,-1.079323341,-0.737589904,PNO1
YOR146W,0.729355155,0.64308138,0.329653388,-0.354982376,-0.693997312,-1.049243519,-1.069512117,0.219103536,NA
YOR147W,-0.312760067,-0.146551456,-0.023339398,-0.194521988,0.072426681,0.277026453,0.223705712,0.00399051,MDM32
YOR148C,0.267202566,0.382431247,0.15807485,-0.103150534,-0.004425022,-0.263069752,-0.224152376,-0.396217054,SPP2
YOR149C,-0.07001793,-0.330870448,-0.552640079,0.386148868,0.013310454,0.355121973,0.218779572,-0.301275666,SMP3
YOR150W,-0.511938247,-0.328267916,-0.472712423,-0.345749017,0.317878999,0.427454988,0.548345038,-0.087798541,MRPL23
YOR151C,0.463364155,0.188126861,-0.058789421,-0.195086173,-0.266327678,-0.157139863,-0.087750991,-0.03039782,RPB2
YOR152C,-0.005101066,-0.037103007,-0.054738427,-0.315863243,0.115034911,0.090561126,0.408287074,-0.343941766,NA
YOR153W,-0.230736545,-0.062424118,-0.070389328,-0.291894551,-0.176715849,0.343399625,-0.007866015,0.348138363,PDR5
YOR154W,0.604247227,0.495997577,0.06912339,-0.191057733,-0.419524669,-0.426134384,-0.650354051,0.022088799,SLP1
YOR155C,0.521072523,-0.045024194,-0.114451019,0.03147756,-0.184840347,-0.64469635,0.063265817,0.118639585,ISN1
YOR156C,0.147410789,-0.782018629,-0.045778189,-0.110304219,-0.261296314,0.069196784,0.503197688,0.156895997,NFI1
YOR157C,-0.266291288,-0.003884874,-0.052075949,0.198423302,0.009943586,-0.132819964,0.183707311,0.006451632,PUP1
YOR158W,0.25054072,0.091230059,0.040632977,-0.175014356,-0.242465639,-0.141719915,0.107173833,0.002726779,PET123
YOR159C,-0.025202841,0.453517987,0.051572929000000003,-0.142203924,-0.070752399,-0.105794483,-0.13260974,-0.133210927,SME1
YOR160W,0.167370084,-0.076930055,-0.132053366,-0.26496684,-0.204633575,0.15366691,0.199040271,0.078720816,MTR10
YOR161C,0.27972676,-0.651032098,0.559307978,-0.145677455,0.025890707,-0.265167735,0.207718226,-0.383410423,PNS1
YOR161C-C,-0.926531549,-0.219538035,-0.160203895,0.301627815,0.597225801,0.682204013,0.152180427,-1.949180288,NA
YOR161W-A,NA,-0.092691898,NA,NA,1.211314289,NA,2.138578675,-1.54177097,NA
YOR161W-B,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR162C,-0.451892783,-1.02134591,0.002599786,-0.020340197,-0.119157933,0.364730019,0.169663388,0.541311655,YRR1
YOR163W,-0.0035739499999999998,-0.54674714,0.117335904,0.146591522,-0.193828992,-0.039670554,0.086206423,0.283918038,DDP1
YOR164C,0.196382243,-0.014161715,-0.352655199,7.53433e-4,-0.012121923,0.148200316,-0.134706917,0.097083351,GET4
YOR165W,0.240951204,-0.038054417,-0.273045888,-0.203072754,-0.006011753,0.1734727,-0.019276483,0.0533242,SEY1
YOR166C,-0.297788312,-0.072129616,0.006697845,0.013887797,0.185168782,-0.04947043,-0.086794887,0.233997502,SWT1
YOR167C,0.446329602,0.169278189,-0.180973557,-0.01803571,0.049292697,-0.043136731,-0.004956492,-0.640747089,RPS28A
YOR168W,0.616650167,0.098604802,-0.053858202,0.074735988,-0.241858352,-0.287641758,-0.250266915,-0.194640538,GLN4
YOR169C,-1.029063383,0.042736683,-0.746985863,-0.18095909,0.256718785,0.678052171,0.474156931,-0.289651343,NA
YOR170W,-1.018003235,-0.231566004,-0.656311776,-0.244867541,0.185062014,0.5428978,0.600242574,0.092702725,NA
YOR171C,-0.030274238,-0.216997111,-0.125405955,-0.274347555,-0.155703058,0.105697491,0.506359262,0.032342074,LCB4
YOR172W,-0.023077191,-0.154283195,-0.158720894,-0.160499803,-0.438384429,0.148375375,0.271569326,0.34863411,YRM1
YOR173W,-0.033830313,-0.429783065,0.746392339,0.043208893,0.282904379,-0.609900632,-0.00410164,-0.506838491,DCS2
YOR174W,0.408007009,0.230842626,0.106225488,-0.084526397,0.017060894,-0.246577037,-0.306743851,-0.291818761,MED4
YOR175C,0.918138093,-0.064594963,-0.342931487,0.305950809,-0.553429963,-0.503711006,-0.169404499,-0.228465105,ALE1
YOR176W,-0.30223445,-0.387726518,0.147696522,0.217635781,0.151628645,-0.0912846,0.141646374,0.001979691,HEM15
YOR177C,-0.652107426,-0.931732532,-0.229652455,-0.024076203,0.169662074,0.426819913,0.379322168,0.302568584,MPC54
YOR178C,0.097468586,-0.19669812,-0.052485159,-0.036980332,-0.223633301,0.11662453,0.203399593,0.037851578,GAC1
YOR179C,-0.812517259,-0.630122564,-0.040077539,-0.021354817,0.265511317,0.670544691,0.113826171,-0.072860143,SYC1
YOR180C,-0.544353479,-0.340288876,-0.166862792,0.032703824,0.342282862,0.303387029,0.325335629,-0.224387999,DCI1
YOR181W,-0.295490412,-0.137997357,0.043582486,0.449192385,-0.45502311,-0.370595425,0.603891404,-0.221443217,LAS17
YOR182C,-0.568043275,0.046471058,-0.078715782,0.031367449,0.33868685,0.288464184,0.084549791,-0.362989753,RPS30B
YOR183W,-1.25631073,-1.219000606,-0.307853997,-0.265970472,0.705205485,0.531453066,0.769487077,-0.45028083,FYV12
YOR184W,0.275241792,-0.75455822,-0.543888571,-0.581291546,-0.12526243,0.16161264,0.73088909,0.198814573,SER1
YOR185C,-0.488843896,-0.470834094,0.580342916,0.127911884,0.473119213,-0.31410859,0.05431112,-0.420582779,GSP2
YOR186C-A,1.66855611,-0.510013783,-0.33144389,0.189656129,-1.544437613,-0.5220698,-0.001054216,-2.784700712,NA
YOR186W,0.68797036600000006,-0.870336503,-0.340329777,-0.335764283,-0.417824298,0.38331359,0.49516514,-0.32667641,NA
YOR187W,-0.237238245,-0.396725507,-0.139967008,-0.384879654,-0.267105859,0.377051072,0.480651172,0.25535119,TUF1
YOR188W,-0.639690533,-0.73348361,-0.174279511,0.27896691,-0.09985467,-0.042573832,0.376331485,0.541097089,MSB1
YOR189W,0.68411948,0.082602816,0.302309162,0.276657227,-0.356669432,-0.673278908,-0.490714785,-0.376820223,IES4
YOR190W,0.230631442,-0.179323699,-0.164639654,-0.022164172,-0.374606728,-0.10384797,0.140388841,0.336355976,SPR1
YOR191W,-0.339348334,-0.580718584,-0.186071197,-0.139551352,-0.220871559,0.340912639,0.335433728,0.451870299,ULS1
YOR192C,0.158360589,-0.500984108,-0.107576625,-0.288439473,-0.994448254,-0.259095511,0.926877432,0.253054999,THI72
YOR192C-A,NA,-0.39273205,0.233248676,0.360972342,-1.160009533,-0.150161747,0.615950193,0.923961508,NA
YOR192C-B,0.256470853,-0.708491353,-0.239750687,0.368688139,0.132291441,-0.246220182,0.178913195,-0.022901769,NA
YOR192C-C,-1.469668287,-0.618878938,-0.102690391,-0.28267447,0.680106952,0.341844835,0.541370136,-0.136998997,NA
YOR193W,-0.644360229,-0.246475678,0.217654279,0.241186714,0.342544864,0.188122193,-0.05816265,-0.31346484,PEX27
YOR194C,0.295229811,0.20564364,0.091337028,-0.155960397,-0.222710927,-0.153329022,-0.324251189,0.140107736,TOA1
YOR195W,-1.445786538,-0.555751378,0.070953763,0.462952827,0.663709813,-0.00580961,0.03578642,-0.122512018,SLK19
YOR196C,0.703003085,0.216498305,-0.083247558,-0.288799762,-0.334699661,-0.182058146,-0.312633618,-0.046738446,LIP5
YOR197W,-0.26517903,-0.193587128,-0.237139524,-0.140283533,0.081109861,0.324856498,0.274504274,0.025396382,MCA1
YOR198C,-1.133162302,-0.249707753,-0.06720899,-0.112872418,0.067481717,0.244626042,0.256268541,0.48205634,BFR1
YOR199W,-1.459252435,0.219804581,0.417365149,-0.013502579,-0.200988905,0.032074993,0.341329258,-0.020028982,NA
YOR200W,-0.391678638,-0.204191832,-0.15946636,-0.071284102,-0.864705365,-0.152956727,0.08661427,1.008735912,NA
YOR201C,0.153085854,-0.513046438,0.137011091,-0.199385959,-0.533804998,-0.358350714,0.367176207,0.542164475,MRM1
YOR202W,-0.102983945,-0.69090868,-0.127207888,0.391713364,-0.539062581,-0.337613038,-0.251355476,0.927672541,HIS3
YOR203W,-2.442785557,-0.214516569,0.332816886,-0.880906669,0.005360254,0.416616113,0.531219235,0.452147664,NA
YOR204W,0.347943444,0.142838245,0.016401607,0.095855987,-0.060315984,-0.417812864,-0.02058898,-0.23513716,DED1
YOR205C,-0.201775448,-0.66875779,-0.052624739,-0.097363054,-0.147448285,0.041860626,0.169452993,0.628197777,GEP3
YOR206W,-0.063736715,0.577977962,0.164906561,-0.181486572,-0.281167906,-0.069574417,-0.463776083,0.065771803,NOC2
YOR207C,0.863724772,0.277736172,-0.170702944,-0.218405572,-0.569491092,-0.14777497,-0.50891793,-0.088026808,RET1
YOR208W,0.253417704,-0.190872716,0.081978717,-0.502182064,-0.002229905,0.129310301,0.346482602,-0.315258986,PTP2
YOR209C,-0.298929263,-0.219010823,-0.170479424,0.011278864,-0.443833708,0.241539666,-0.019433211,0.611212023,NPT1
YOR210W,0.190729514,0.577148939,-0.294519611,-0.172000134,-0.014385123,-0.052879841,0.030594476,-0.538922731,RPB10
YOR211C,0.109235947,-0.148788035,0.05941848,-0.239410916,-0.211621388,0.090755399,0.214269936,0.058784746,MGM1
YOR212W,0.862961787,0.177333312,-0.086299846,-0.413627929,-0.083607413,-0.464092996,-0.14123142,-0.354013073,STE4
YOR213C,0.64001054,-0.356034406,-0.383145084,-0.235539113,-0.080606046,0.237281882,-0.113977134,-0.006142756,SAS5
YOR214C,-0.149552846,-0.309855263,-1.214435698,0.019452363,0.070078436,-0.053515509,0.628744193,0.364744451,SPR2
YOR215C,-0.577839772,-0.203275683,0.550253612,0.336318248,0.290423368,-0.336399913,-0.33531528,-0.109422966,AIM41
YOR216C,-0.664746118,-0.448604938,0.032651507,0.034207664,0.099844799,0.269624093,-0.104449086,0.467021359,RUD3
YOR217W,-0.305212545,-0.639459554,-0.342895524,0.090304553,-0.152181017,0.272079545,0.370978595,0.37295828,RFC1
YOR218C,-0.575084097,-0.448598356,0.017600977,0.067402105,5.76927e-4,0.139301143,-0.263955402,0.679263966,NA
YOR219C,0.272569049,-0.259833395,-0.285989842,-0.126366253,-0.090742343,0.221690298,0.231428405,-0.087106822,STE13
YOR220W,0.122660783,-0.547220587,-0.022805337,-0.014908679,0.19055402,0.345080117,0.054577395,-0.316694512,RCN2
YOR221C,0.009457376,-0.51916332,9.03378e-4,-0.132406851,-0.272736128,-0.340344277,0.038783262,0.79731525,MCT1
YOR222W,0.223691069,-0.964539546,-0.513069582,0.057476146,0.143192751,0.254713604,0.076666671,0.294480496,ODC2
YOR223W,-0.431124209,-0.89773786,0.256829012,0.258819917,0.098614363,0.098296728,0.249696124,4.25e-5,DSC3
YOR224C,0.170838568,0.130226947,-0.325916809,-0.127481165,-0.350596491,-0.200147383,0.396470725,0.131716719,RPB8
YOR225W,-0.929255601,-0.331574044,-0.064024157,0.140872983,0.174380582,0.76252433,0.120520634,-0.496194806,NA
YOR226C,0.839313615,-0.096890027,0.158740476,-0.180888486,-0.242157621,-0.311989095,-0.410506635,-0.194437212,ISU2
YOR227W,0.177179674,-0.600642384,-0.109161127,0.244635021,-0.391362944,-0.333538314,0.557653128,0.097716881,HER1
YOR228C,0.064368819,-1.235864205,-0.088606113,-0.13403353,-0.584962501,0.188295816,0.820098053,0.145956354,MCP1
YOR229W,0.197537475,0.107913959,-0.051392011,-0.180119682,-0.31637446,-0.190335139,0.11396459,0.221903727,WTM2
YOR230W,-0.296318792,-0.815955045,-0.289875052,-0.068001866,-0.253440029,-0.207568199,0.457840554,0.821575506,WTM1
YOR231C-A,NA,NA,NA,0.125530882,2.788495895,NA,NA,NA,NA
YOR231W,0.039916465,-0.025908171,-0.018836122,-0.156410195,-0.189378546,0.065427791,0.237126235,0.004952793,MKK1
YOR232W,-0.674517069,0.03690439,-0.067232319,-0.085585667,0.22375152,0.162190421,0.196814064,0.025402004,MGE1
YOR233W,-0.227559904,-0.386204981,-0.111560129,-0.015884231,-0.0649512,-0.069003717,0.274807205,0.429791735,KIN4
YOR234C,-0.567232235,0.444306553,-0.001462493,0.38888326,0.111385792,-0.096807243,-0.08763146,-0.515332929,RPL33B
YOR235W,-0.837755853,0.007574769,-0.630553033,0.23779518,0.077291146,-0.246695136,0.497368144,0.379186717,NA
YOR236W,-0.475602063,-0.535275377,-0.445520724,-0.071419667,0.078638498,-0.21139901,0.627592213,0.526150553,DFR1
YOR237W,-0.159540788,-0.227568893,-0.199875294,1.118583856,-0.142792124,-1.263830653,-0.336560977,0.130306118,HES1
YOR238W,0.533917676,0.278658901,0.124008361,-0.104857934,-0.080650521,-0.093115195,-0.58711639,-0.375902291,NA
YOR239W,-0.691248173,-0.233212965,0.091056729,0.395602745,-0.023520885,-0.437986927,0.334399869,0.22213223000000001,ABP140
YOR241W,0.152622143,-0.170957341,-0.40293409,-0.139040832,0.063920937,0.277637169,0.179398154,-0.080399694,MET7
YOR242C,-0.559440316,-0.441962904,-0.592584767,0.484690946,0.320014023,0.142999596,0.134088542,0.101545169,SSP2
YOR243C,1.20204417,0.692538509,-0.313831016,-0.454529879,-0.634810508,-0.435258391,-0.855372166,-0.706838723,PUS7
YOR244W,0.444239211,-0.009798557,0.174409159,-0.190670863,-0.190091258,-0.030816553,-0.393371806,0.035212225,ESA1
YOR245C,-0.104932884,-0.437732403,-0.007479881,-0.011504969,0.318165161,0.257513311,0.061980485,-0.219414989,DGA1
YOR246C,-0.254438112,-0.122689385,-0.1391434,0.124972182,0.424215797,0.035811193,0.01314358,-0.203336422,ENV9
YOR247W,-3.615722917,-3.443476603,-1.140224433,0.396314523,0.608628358,0.123984328,1.072400668,0.421366402,SRL1
YOR248W,NA,NA,NA,NA,2.407657969,NA,1.429684275,NA,NA
YOR249C,-0.058318933,0.046609534,-0.135948461,-0.246887497,0.162220774,0.214855706,0.0262844,-0.064892299,APC5
YOR250C,-0.216235736,-0.513426138,-0.259058596,-0.088205159,-0.162870244,-0.1480892,0.350216461,0.670719239,CLP1
YOR251C,0.862918255,-0.022358048,-0.53159142,-0.050235533,-0.375078491,-0.154539838,-0.084945712,-0.109682053,TUM1
YOR252W,1.162705825,0.99402006,-0.03664205,-0.393966996,-0.763677943,-0.9576556,-1.303331192,-0.931060579,TMA16
YOR253W,-0.4164078,0.24728765,-0.09947031,0.1982517,0.271269533,-0.09501186,0.219791647,-0.56627887,NAT5
YOR254C,0.637093798,0.391136401,-0.100250483,-0.085035861,-0.21267797,-0.348300909,-0.18739016,-0.451833365,SEC63
YOR255W,-0.876952174,-0.221992328,-0.55855577,-0.345894886,0.609482122,0.168189982,0.303516322,0.320534906,OSW1
YOR256C,0.489671799,-0.045711536999999997,0.012798759,-0.031772346,-0.237549434,-0.107721199,-0.137265475,-0.067250241,TRE2
YOR257W,0.586624669,0.321541632,0.039421056,-0.268288117,-0.334959156,-0.116765831,-0.479664823,-0.061305468,CDC31
YOR258W,-0.336014499,-0.110818486,0.015309517,-0.010739216,0.446951575,0.173774507,-0.101948926,-0.225122286,HNT3
YOR259C,0.158548062,0.147941381,-0.060453845,-0.20951536,-0.237560126,-0.016513852,-0.040189772,0.192490926,RPT4
YOR260W,0.212137296,0.115885442,-0.089365173,-0.161577742,-0.345405696,0.01582631,-0.184846126,0.317436196,GCD1
YOR261C,-0.145572211,0.666741104,0.083727428,0.035270736,0.180093991,-0.473034819,-0.040964701,-0.740372712,RPN8
YOR262W,0.740652124,0.432228293,-0.029984726,-0.240820511,-0.296061089,-0.356624042,-0.763275266,-0.044779281,GPN2
YOR263C,-1.057168919,-1.871096495,-1.142057817,-0.266505187,-0.612460553,0.028308714,1.332826905,0.822740488,NA
YOR264W,-2.088630228,-2.318472438,-1.59645208,-1.252212557,-0.420212584,0.855712448,0.674874705,1.411696669,DSE3
YOR265W,-1.483987406,-0.163387417,0.234025437,0.324056958,0.208115959,0.058209568,-0.013630799,0.182271408,RBL2
YOR266W,-0.9058741,-0.603293419,-0.14733411,-0.081858935,0.275419138,0.228795111,0.423061555,0.30721058,PNT1
YOR267C,-0.868085873,-0.531178926,0.267600742,0.057023767,-0.151357887,0.175199739,0.050536089,0.536891515,HRK1
YOR268C,-0.102259843,-0.327133254,-0.218356908,0.052714817,-0.242741067,-0.029747343,0.897740157,-0.542301349,NA
YOR269W,0.151756066,-0.195647566,-0.051180684,-0.21763657,-0.181172244,0.018059127,0.119637753,0.274690599,PAC1
YOR270C,0.735569553,0.0419369,-0.362758655,-0.088453136,-0.233877501,-0.08751784,-0.108506779,-0.203885802,VPH1
YOR271C,-1.250220007,3.15641e-4,0.058897251,-0.03464322,-0.094017865,0.046974857,0.015353746,0.660608514,FSF1
YOR272W,0.732533088,0.491195053,-0.1586038,-0.258062559,-0.528499569,-0.259216715,-0.659512195,0.054954625,YTM1
YOR273C,-0.529476977,0.004956178,-0.06627489,-0.114552334,-0.118281544,0.525004244,0.218371503,-0.149854627,TPO4
YOR274W,0.335307588,0.597510812,-0.092977227,-0.591472405,-0.222597549,0.287036935,-0.439283887,-0.30517234,MOD5
YOR275C,-0.040077439,-0.464380835,0.087709417,-0.191875298,-0.120476512,0.259136443,0.112848979,0.222135737,RIM20
YOR276W,0.542561826,0.722821127,-0.051905182,0.010169355,-0.193105495,-0.635521389,-0.442780342,-0.583900713,CAF20
YOR277C,NA,NA,NA,NA,NA,NA,3,NA,NA
YOR278W,0.88936175,-0.275159488,-0.54325121,-0.370471184,0.001403302,0.046380211,-0.039238682,-0.226476439,HEM4
YOR279C,0.14722891,0.150088314,0.370541044,0.279538155,5.7091e-4,-0.387355735,-0.510239581,-0.305347541,RFM1
YOR280C,0.133946757,-0.11745844,-0.037886093,-0.065199729,0.005112923,-0.022758628,0.175080523,-0.098385315,FSH3
YOR281C,0.602505722,0.242451478,0.018869761,-0.013372332,-0.339453535,-0.388646151,-0.528517637,0.066612485,PLP2
YOR282W,-0.194195726,0.193784198,0.108412147,0.128232929,0.008272304,-0.100121857,0.093109404,-0.311481965,NA
YOR283W,0.567600686,0.325148803,-0.284080901,-0.296792555,0.073718357,-0.174577563,-0.097700767,-0.40191883900000003,NA
YOR284W,-0.739071086,-0.831189288,-0.087896074,0.574570398,0.64906952,0.295222092,0.051423905,-0.792946939,HUA2
YOR285W,-0.050551863,-0.018655258,0.42562029,0.165794011,0.336362388,-0.297107211,-0.037469602,-0.911768121,RDL1
YOR286W,1.100153596,0.018474821,-0.493109969,-0.304445888,-0.713844849,-0.051633961,-0.075976486,-0.322188048,RDL2
YOR287C,0.14619448,0.667908101,0.309218395,-0.303963901,-0.215022256,-0.375433219,-0.55393428,-0.086263702,RRP36
YOR288C,-0.265411689,-0.483924852,-0.09958415,0.105730518,0.393893187,0.1992228,0.209321033,-0.276642586,MPD1
YOR289W,0.003325518,-0.136687549,0.602677215,0.26784961,0.268391361,-0.410062104,-0.335439773,-0.699124886,NA
YOR290C,-0.603443392,-0.824398866,-0.246996356,0.193709209,-0.148527869,0.04686782,0.737338129,0.249098947,SNF2
YOR291W,0.152712341,-0.266144534,-0.098574954,0.018110652,-0.225535238,-0.142183506,0.447809568,-0.02206206,YPK9
YOR292C,0.503204251,-0.194453142,-0.080919995,0.242659232,-0.284638417,-0.043693952,-0.070185608,-0.257594775,NA
YOR293C-A,-1.493550294,-0.07057438,-0.212012784,0.5687666,1.090060736,-1.095400235,-0.266368976,-0.123793674,NA
YOR293W,-1.081472519,-0.208127727,-0.178079903,-0.051126838,0.503516373,0.222966672,0.501296284,-0.299644824,RPS10A
YOR294W,0.901245489,0.525965786,0.065836896,-0.019396822,-0.630002188,-0.996474153,-1.465082418,0.200974279,RRS1
YOR295W,0.148440267,0.067502568,0.231537314,0.252958889,0.041052896,-0.167344578,-0.494078832,-0.236784135,UAF30
YOR296W,-0.029464756,-0.721448968,-0.207546972,-0.198178789,-0.14321233,0.344139374,0.530358183,0.079822002,NA
YOR297C,-0.331053553,-0.54715142,-0.307481007,-0.014593225,0.284967057,0.073825635,0.32908269,0.257718239,TIM18
YOR298C-A,0.020847617,-0.0754847,0.161153124,0.231349821,0.099558022,-0.080639451,-0.069529012,-0.369081216,MBF1
YOR298W,0.041979161,0.111806801,-0.445335805,0.134842854,0.244125676,-0.011682628,0.129673222,-0.345285893,MUM3
YOR299W,0.145349027,-0.271087111,-0.438565385,-0.080017123,-0.374025133,-0.080017123,0.381752647,0.44445053,BUD7
YOR300W,-1.266786541,0.200120199,0.192645078,0.388565288,0.075605657,-0.152895574,0.704592781,-1.319253961,NA
YOR301W,-1.137503524,-2.168326447,-0.578578884,-0.298658316,0.004258881,0.013795644,0.853082446,1.015378994,RAX1
YOR302W,-0.711178622,-0.555403138,0.229961536,0.389223275,-0.368603376,0.074664079,-0.337862747,0.68469319,NA
YOR303W,-0.505734945,0.540479378,0.497386382,-0.355902397,-0.247579645,-0.121466137,-0.709953598,0.35084464,CPA1
YOR304C-A,-1.109999062,-0.751989999,-0.116312154,0.122931379,0.166889285,0.395156707,0.055330249,0.540638188,BIL1
YOR304W,-0.222513963,-0.374070226,-0.043234463,-0.176835969,-0.011882044,0.290883041,0.209746278,0.194764886,ISW2
YOR305W,-1.102275723,-0.428213933,-0.223754187,0.056015097,0.496251891,0.218882524,0.416711325,-0.020551326,RRG7
YOR306C,0.114672367,-0.211721512,0.315616768,-0.235775338,0.02852182,-0.162861609,-0.102642575,0.157624512,MCH5
YOR307C,0.163579404,-0.391175609,-0.410970438,-0.420008709,0.234413915,0.534639533,0.261047977,-0.33181878,SLY41
YOR308C,0.08780059,-0.178861798,0.187569331,-0.155723561,-0.286394814,0.060203714,0.16213487,0.050777488,SNU66
YOR309C,1.638336353,-0.054846595,-0.098644484,-0.163130414,-1.288903083,-0.945363149,-1.767510164,-0.192701941,NA
YOR310C,0.879694259,0.378796626,-0.027671901,-0.155936044,-0.35022966,-0.674558995,-0.613713994,-0.125461374,NOP58
YOR311C,0.350969115,-0.098080485,-0.308454231,0.049299859,-0.261059421,-0.243643556,-0.067635,0.39479199,DGK1
